year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,28.42500000000001,-6.574999999999989,2.1750000000000114,-9.324999999999989,-20.82499999999999,8.425000000000011,7.675000000000011,22.67500000000001,0.9250000000000114,-4.824999999999989,28.17500000000001,-2.5749999999999886,0.42500000000001137,-7.824999999999989,-20.82499999999999,8.175000000000011,7.175000000000011,24.92500000000001,1.1750000000000114,-4.074999999999989
1982,0.0,-17.82499999999999,11.175000000000011,19.42500000000001,11.675000000000011,3.6750000000000114,8.675000000000011,-8.324999999999989,2.6750000000000114,-26.82499999999999,-8.074999999999989,-17.32499999999999,11.175000000000011,19.67500000000001,7.175000000000011,1.4250000000000114,8.925000000000011,-9.574999999999989,2.4250000000000114,-26.82499999999999,-7.824999999999989
1983,0.0,-0.32499999999998863,11.175000000000011,29.67500000000001,10.675000000000011,18.42500000000001,6.925000000000011,12.425000000000011,-9.574999999999989,7.675000000000011,-11.824999999999989,-0.32499999999998863,10.925000000000011,29.92500000000001,6.925000000000011,17.67500000000001,8.425000000000011,12.675000000000011,-8.824999999999989,12.675000000000011,-10.574999999999989
1984,0.0,-2.0749999999999886,6.425000000000011,22.92500000000001,25.42500000000001,-24.07499999999999,-4.324999999999989,2.4250000000000114,16.17500000000001,15.425000000000011,13.175000000000011,-0.8249999999999886,0.17500000000001137,20.92500000000001,-17.82499999999999,-24.07499999999999,-4.074999999999989,-9.574999999999989,17.67500000000001,9.925000000000011,14.175000000000011
1985,0.0,9.175000000000011,0.17500000000001137,3.4250000000000114,1.9250000000000114,7.925000000000011,7.675000000000011,-1.3249999999999886,28.92500000000001,17.67500000000001,2.6750000000000114,16.92500000000001,0.17500000000001137,3.1750000000000114,5.425000000000011,7.925000000000011,12.175000000000011,-7.574999999999989,5.425000000000011,13.425000000000011,-10.574999999999989
1986,0.0,2.9250000000000114,26.67500000000001,23.67500000000001,-23.57499999999999,-14.574999999999989,10.675000000000011,-0.07499999999998863,16.92500000000001,-3.8249999999999886,-7.574999999999989,6.425000000000011,26.17500000000001,22.17500000000001,-23.07499999999999,-16.32499999999999,11.175000000000011,-0.32499999999998863,15.925000000000011,6.675000000000011,-3.8249999999999886
1987,0.0,26.67500000000001,-9.824999999999989,-14.824999999999989,-17.82499999999999,22.42500000000001,5.425000000000011,12.425000000000011,-6.074999999999989,-0.5749999999999886,-12.324999999999989,26.42500000000001,-15.324999999999989,-8.324999999999989,-18.32499999999999,22.42500000000001,5.675000000000011,11.925000000000011,-5.574999999999989,0.42500000000001137,-12.574999999999989
1988,0.0,16.42500000000001,-9.324999999999989,-12.824999999999989,-2.8249999999999886,-6.574999999999989,-13.074999999999989,13.175000000000011,12.175000000000011,-20.32499999999999,19.92500000000001,17.17500000000001,-9.324999999999989,-13.324999999999989,-1.3249999999999886,-6.574999999999989,-13.074999999999989,18.17500000000001,15.425000000000011,-20.07499999999999,23.42500000000001
1989,0.0,2.1750000000000114,-10.074999999999989,-17.07499999999999,-23.07499999999999,2.1750000000000114,-0.5749999999999886,1.4250000000000114,-7.324999999999989,8.925000000000011,4.925000000000011,2.1750000000000114,-9.574999999999989,-18.57499999999999,-13.324999999999989,2.1750000000000114,0.42500000000001137,-1.5749999999999886,-9.574999999999989,5.425000000000011,4.925000000000011
1990,0.0,5.675000000000011,3.4250000000000114,13.925000000000011,10.425000000000011,0.42500000000001137,20.92500000000001,-20.07499999999999,-11.074999999999989,-11.824999999999989,-5.824999999999989,5.425000000000011,2.4250000000000114,13.425000000000011,15.675000000000011,-3.0749999999999886,21.17500000000001,-20.07499999999999,-8.574999999999989,-10.574999999999989,-7.824999999999989
1991,0.0,-12.074999999999989,-4.074999999999989,13.175000000000011,8.425000000000011,-8.824999999999989,6.175000000000011,21.42500000000001,-1.5749999999999886,-23.32499999999999,10.425000000000011,-11.824999999999989,-1.5749999999999886,13.175000000000011,12.675000000000011,-9.324999999999989,4.425000000000011,21.17500000000001,-1.5749999999999886,-25.07499999999999,12.175000000000011
1992,0.0,8.925000000000011,-4.824999999999989,-17.07499999999999,-5.574999999999989,10.175000000000011,14.175000000000011,22.17500000000001,-6.824999999999989,2.6750000000000114,0.17500000000001137,9.175000000000011,-4.074999999999989,-17.82499999999999,-1.0749999999999886,10.675000000000011,14.925000000000011,21.92500000000001,-6.574999999999989,2.4250000000000114,5.925000000000011
1993,0.0,8.425000000000011,15.675000000000011,12.675000000000011,0.17500000000001137,-3.8249999999999886,10.675000000000011,-19.32499999999999,-7.324999999999989,17.67500000000001,-0.8249999999999886,9.675000000000011,13.925000000000011,12.925000000000011,9.675000000000011,-2.0749999999999886,11.175000000000011,-18.82499999999999,-8.074999999999989,11.175000000000011,-5.824999999999989
1994,0.0,37.67500000000001,15.425000000000011,21.67500000000001,-0.07499999999998863,10.675000000000011,-19.07499999999999,-4.324999999999989,-10.574999999999989,-21.07499999999999,13.175000000000011,32.17500000000001,15.175000000000011,17.67500000000001,0.17500000000001137,11.425000000000011,-16.32499999999999,3.9250000000000114,-11.074999999999989,0.9250000000000114,13.175000000000011
1995,0.0,14.675000000000011,8.425000000000011,-6.824999999999989,-23.07499999999999,4.675000000000011,7.425000000000011,18.67500000000001,-18.57499999999999,8.425000000000011,0.9250000000000114,16.42500000000001,8.425000000000011,-6.824999999999989,-22.32499999999999,7.675000000000011,8.925000000000011,12.425000000000011,4.925000000000011,9.675000000000011,0.9250000000000114
1996,0.0,-8.324999999999989,-16.82499999999999,-16.32499999999999,-14.574999999999989,-20.57499999999999,4.925000000000011,-4.074999999999989,32.17500000000001,15.675000000000011,0.9250000000000114,-8.324999999999989,-16.82499999999999,-16.82499999999999,-13.074999999999989,-32.07499999999999,-0.32499999999998863,-4.074999999999989,32.17500000000001,-19.07499999999999,1.9250000000000114
1997,0.0,25.42500000000001,-10.324999999999989,-6.074999999999989,3.6750000000000114,-7.324999999999989,9.925000000000011,14.925000000000011,25.92500000000001,-26.82499999999999,-2.3249999999999886,25.42500000000001,-10.824999999999989,-6.324999999999989,4.925000000000011,-7.324999999999989,12.175000000000011,11.675000000000011,30.92500000000001,-26.07499999999999,-6.574999999999989
1998,0.0,-9.324999999999989,-23.07499999999999,5.925000000000011,-11.574999999999989,-25.32499999999999,8.425000000000011,16.17500000000001,-15.574999999999989,34.92500000000001,-20.82499999999999,-5.574999999999989,-11.574999999999989,5.925000000000011,-8.824999999999989,-25.32499999999999,-5.574999999999989,12.675000000000011,-16.07499999999999,30.42500000000001,-14.324999999999989
1999,0.0,20.92500000000001,11.175000000000011,22.92500000000001,-12.824999999999989,12.425000000000011,-5.324999999999989,5.675000000000011,6.425000000000011,1.9250000000000114,16.17500000000001,21.42500000000001,12.175000000000011,21.17500000000001,-11.074999999999989,11.675000000000011,-5.324999999999989,5.425000000000011,6.175000000000011,3.4250000000000114,16.92500000000001
2000,0.0,29.42500000000001,4.175000000000011,13.175000000000011,21.42500000000001,-18.57499999999999,4.675000000000011,-26.82499999999999,-0.07499999999998863,-16.82499999999999,19.92500000000001,27.42500000000001,2.9250000000000114,13.175000000000011,22.67500000000001,-19.07499999999999,1.9250000000000114,-26.82499999999999,-0.07499999999998863,-5.574999999999989,17.92500000000001
2001,0.0,-9.824999999999989,6.175000000000011,-19.07499999999999,14.675000000000011,25.17500000000001,-3.3249999999999886,3.9250000000000114,5.175000000000011,-3.8249999999999886,23.17500000000001,-9.824999999999989,6.425000000000011,-19.07499999999999,35.17500000000001,25.17500000000001,-2.0749999999999886,3.9250000000000114,5.675000000000011,-3.8249999999999886,23.17500000000001
2002,0.0,-9.574999999999989,-5.574999999999989,10.675000000000011,9.425000000000011,-3.8249999999999886,26.17500000000001,10.175000000000011,-8.824999999999989,15.175000000000011,1.9250000000000114,-7.574999999999989,-5.824999999999989,9.925000000000011,11.675000000000011,-3.8249999999999886,26.42500000000001,-7.824999999999989,-8.824999999999989,23.17500000000001,2.9250000000000114
2003,0.0,7.675000000000011,16.42500000000001,8.425000000000011,3.4250000000000114,8.675000000000011,-2.0749999999999886,-44.07499999999999,4.675000000000011,-1.0749999999999886,-16.07499999999999,7.675000000000011,16.67500000000001,7.675000000000011,4.175000000000011,8.675000000000011,-1.3249999999999886,-44.07499999999999,5.175000000000011,-1.5749999999999886,-16.32499999999999
2004,0.0,-24.07499999999999,23.42500000000001,1.4250000000000114,2.1750000000000114,-22.32499999999999,3.9250000000000114,3.1750000000000114,-15.074999999999989,0.42500000000001137,5.675000000000011,-9.574999999999989,22.17500000000001,23.17500000000001,2.6750000000000114,-22.32499999999999,3.9250000000000114,3.1750000000000114,-16.32499999999999,0.42500000000001137,5.675000000000011
2005,0.0,-11.574999999999989,6.925000000000011,3.1750000000000114,-4.824999999999989,-9.074999999999989,12.925000000000011,6.425000000000011,9.425000000000011,-23.57499999999999,-14.074999999999989,-6.324999999999989,6.675000000000011,2.9250000000000114,-0.8249999999999886,-9.074999999999989,7.175000000000011,5.925000000000011,7.925000000000011,-19.32499999999999,-8.824999999999989
2006,0.0,-2.0749999999999886,3.1750000000000114,-26.07499999999999,11.925000000000011,4.675000000000011,-15.324999999999989,13.175000000000011,1.9250000000000114,-12.574999999999989,2.4250000000000114,-2.3249999999999886,-10.824999999999989,-7.824999999999989,9.925000000000011,9.175000000000011,-12.074999999999989,7.925000000000011,-18.32499999999999,23.17500000000001,9.425000000000011
