year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,0.0,-1216.6553243185256,-1537.896445521835,-1000.1325908736476,-1210.160097824271,-1543.4754462532383,-988.3918044495872
1982,0.0,-1205.0660197564296,-1462.3944226513083,-1008.4270968162477,-1200.356712161003,-1472.2673472582492,-1004.8771978862469
1983,0.0,-1186.7263628234105,-1415.6483804599045,-927.9342296784912,-1180.288884234149,-1418.2862287448397,-933.4654914559537
1984,0.0,-1240.2170921085783,-1517.9123869179898,-1054.8482424875247,-1232.9376823328128,-1520.4493397253918,-1046.9408545216306
1985,0.0,-1231.460824848291,-1579.0413757749643,-932.1602006895896,-1224.8200997141394,-1581.6698267276433,-924.7914785077305
1986,0.0,-1241.751713074918,-1543.8311302320137,-1025.5370847893937,-1233.64006061985,-1543.460246917582,-1016.5189988113216
1987,0.0,-1221.4163936241155,-1529.6990943662042,-984.3102495219018,-1214.4001292180212,-1533.5223914110427,-979.2134729656118
1988,0.0,-1222.52823390182,-1514.5629456294143,-965.9479426515213,-1215.8395697258436,-1513.7695127585669,-961.7280661116015
1989,0.0,-1228.6044126282345,-1492.7044066398648,-974.4859943475822,-1222.225645420734,-1494.120345211575,-973.2902038598286
1990,0.0,-1251.4688130436414,-1447.9508806808662,-987.5499385765352,-1246.863414032589,-1449.482890653052,-981.7565978601369
1991,0.0,-1218.3451656379689,-1417.218973795021,-985.6089396347752,-1210.6368494667631,-1416.0409518084914,-981.3776245237473
1992,0.0,-1206.9225335056915,-1534.5241654032463,-969.6377225399465,-1202.2324741573498,-1540.2359660766933,-967.3484968984576
1993,0.0,-1219.719056592407,-1519.210649556199,-1028.0760777034247,-1214.4159899825938,-1523.9565434782826,-1028.4300985600485
1994,0.0,-1222.613761059831,-1495.1164984440204,-990.0545134497988,-1216.7351025334515,-1502.1839014330371,-987.0334759092939
1995,0.0,-1208.193272022328,-1536.4897959428483,-936.9293642913617,-1204.8707737372017,-1543.3106923275875,-939.221840775585
1996,0.0,-1234.9271996970363,-1483.8596680480691,-1102.2161159858456,-1227.8991335000846,-1493.609440732573,-1092.5357399328063
1997,0.0,-1231.4127781816546,-1529.1441087545352,-1044.890994488695,-1224.2806760481983,-1524.3336064520402,-1037.4408313196736
1998,0.0,-1262.2132068596666,-1490.8069774112107,-1092.072440437199,-1254.4880579341784,-1494.7893135218803,-1079.964871301739
1999,0.0,-1219.8621036261316,-1486.5301588820116,-974.9276895715739,-1213.621385564135,-1489.5801392582498,-973.7722560090501
2000,0.0,-1247.1893787406784,-1488.449312490304,-1038.0266832761795,-1238.7572502598778,-1488.7611932649963,-1030.2726275095197
2001,0.0,-1239.623784447809,-1514.564420914335,-1024.7556666939759,-1234.1786039647343,-1525.329284183806,-1019.08292675746
2002,0.0,-1229.7562241871856,-1468.210604225443,-1036.0844370106438,-1224.5285692843001,-1472.0272178107266,-1033.5531941726726
2003,0.0,-1246.253849041651,-1447.9423869385796,-1090.5691838352996,-1239.7304691032,-1449.631579865523,-1085.3887593778995
2004,0.0,-1268.147013512158,-1512.3193361068843,-1092.14718121256,-1259.2918299036232,-1514.0205581689177,-1084.1804587965285
2005,0.0,-1269.3879904332623,-1534.7307004680117,-1044.836651540128,-1262.1725610008557,-1540.2286090446946,-1033.2523744042028
2006,0.0,-1252.3796762084858,-1540.554393558751,-1007.4196969146192,-1253.6510909184217,-1571.4394968556742,-996.7259840412776
2007,0.0,-1255.936798117395,-1527.1367141102128,-999.9217018692921,-1240.2619817656755,-1495.229048616147,-1028.1525727998956
2008,0.0,-1258.4836194222596,-1477.8074030979292,-1078.9874189920238,-1241.371254206722,-1421.8425489880547,-1012.4390929806104
2009,0.0,-1251.462990762778,-1493.1628561991135,-999.411045555793,-1242.0139276494851,-1498.2317919042603,-1026.3219811021781
2010,0.0,-1298.9081359711995,-1587.3014330686094,-1079.6147921462893,-1262.0249835525487,-1578.4348723150424,-975.885772652262
