year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1981,33.053314,33.078714834790844,32.74872987759551,35.62554351131138,32.967842668430876,35.45228732989898,32.88819139849113,33.005794287427136,33.109819346969516,31.983496708198516,31.807445192191096,33.87484246824408,35.408441065923626,34.214363605214544,33.092477729500956,32.64408529102246,36.17667390167492,34.01979499092772,33.96760695192728,33.18163239036784,35.1710929538512,33.166738752987385,33.078714834790844,32.74872987759551,35.62554351131138,32.967842668430876,33.005794287427136,33.109819346969516,31.983496708198516,31.807445192191096,33.87484246824408,35.408441065923626,34.214363605214544,33.092477729500956,32.64408529102246,36.17667390167492,34.01979499092772,33.96760695192728,33.18163239036784,35.1710929538512,33.166738752987385,35.08297650001765,34.25357461081768,34.736534100424535
1982,32.55081,33.764648013423084,32.47042421168595,35.34514546591157,32.28003858750975,35.984481307082774,32.77077254368976,32.78617852697039,32.74262815215127,31.772114282864152,31.881347893738223,33.18398805720517,35.8728252900994,33.90909165031513,32.461788726021894,32.81462121262945,35.971680601666776,34.03194212333614,33.361206953813905,33.35071651919435,35.14996404728555,33.590929861454015,33.764648013423084,32.47042421168595,35.34514546591157,32.28003858750975,32.78617852697039,32.74262815215127,31.772114282864152,31.881347893738223,33.18398805720517,35.8728252900994,33.90909165031513,32.461788726021894,32.81462121262945,35.971680601666776,34.03194212333614,33.361206953813905,33.35071651919435,35.14996404728555,33.590929861454015,35.72921190320807,35.49530946498135,34.91047095801031
1983,33.08011,32.7014079982639,33.48949221155755,35.1983047633081,33.29554654450561,35.3926413576998,32.63629767126014,32.650381041079015,33.732946824842145,32.07547052176881,30.93495775088877,33.16876029896025,35.59534844933904,33.49394406367696,31.649875179109472,32.96434429531939,35.631253830368564,33.91213830009491,33.06380636188044,33.49330456271156,34.792972854078585,33.57959754288311,32.7014079982639,33.48949221155755,35.1983047633081,33.29554654450561,32.650381041079015,33.732946824842145,32.07547052176881,30.93495775088877,33.16876029896025,35.59534844933904,33.49394406367696,31.649875179109472,32.96434429531939,35.631253830368564,33.91213830009491,33.06380636188044,33.49330456271156,34.792972854078585,33.57959754288311,36.12768079155728,35.4585821715695,35.17280130967521
1984,32.887268,33.20791166293549,33.300846854878955,36.589181301443034,33.33135186882447,35.332952628042165,33.83154731139899,32.778240170012,34.985881925520516,32.73198424876409,31.260863393841532,34.67266603411923,35.285209494569415,33.80502055458828,33.13271373118812,32.750122401736235,36.59081711269363,33.819857513422164,34.46572414096613,33.77408369014677,34.99731508789222,34.07775249386748,33.20791166293549,33.300846854878955,36.589181301443034,33.33135186882447,32.778240170012,34.985881925520516,32.73198424876409,31.260863393841532,34.67266603411923,35.285209494569415,33.80502055458828,33.13271373118812,32.750122401736235,36.59081711269363,33.819857513422164,34.46572414096613,33.77408369014677,34.99731508789222,34.07775249386748,34.74192181103086,34.064321321091256,35.192973839638796
1985,32.943726,32.3628769360638,32.32386036519546,35.86532796445505,33.38194269742701,35.55925044593948,33.00223089241206,33.25010887946905,33.52484947850502,32.470259239396,31.523113806774518,34.12015501608522,35.50596620821642,34.479889364477515,32.900217660096246,33.28526822752593,36.12353827379934,34.205372473174464,34.389992838205444,33.61643600882144,35.27848641198608,32.80578220827158,32.3628769360638,32.32386036519546,35.86532796445505,33.38194269742701,33.25010887946905,33.52484947850502,32.470259239396,31.523113806774518,34.12015501608522,35.50596620821642,34.479889364477515,32.900217660096246,33.28526822752593,36.12353827379934,34.205372473174464,34.389992838205444,33.61643600882144,35.27848641198608,32.80578220827158,34.37189000807615,34.010621149063866,35.487028522858
1986,32.71704,31.913949871671946,32.578720661098544,35.61598117864418,33.263368848444316,35.5984294107775,33.45737685017667,33.4011687467156,33.409713874128954,32.61018068921459,30.857990323332842,33.890168600718084,35.19834622494682,33.63695352579077,32.97672973509742,33.54054970338774,35.975614670156574,34.0319261764289,34.12871367220822,33.805451341643334,35.16567460798643,32.76740681864925,31.913949871671946,32.578720661098544,35.61598117864418,33.263368848444316,33.4011687467156,33.409713874128954,32.61018068921459,30.857990323332842,33.890168600718084,35.19834622494682,33.63695352579077,32.97672973509742,33.54054970338774,35.975614670156574,34.0319261764289,34.12871367220822,33.805451341643334,35.16567460798643,32.76740681864925,34.44019331709967,34.60511110730346,34.87573617592824
1987,33.294952,32.40061038215123,33.592741332238404,34.811880772310246,33.73757497270054,34.68679666241417,33.70025866789376,33.27693145320973,33.92649032316319,32.41669474956399,31.226008510911015,33.33439882256454,35.00574385737758,34.27664557165036,32.65442000120919,33.53587942497887,36.31144183890831,34.42431029797086,33.76805071908876,34.38396125139292,35.01695249319488,34.24960311100466,32.40061038215123,33.592741332238404,34.811880772310246,33.73757497270054,33.27693145320973,33.92649032316319,32.41669474956399,31.226008510911015,33.33439882256454,35.00574385737758,34.27664557165036,32.65442000120919,33.53587942497887,36.31144183890831,34.42431029797086,33.76805071908876,34.38396125139292,35.01695249319488,34.24960311100466,35.28325959685333,34.55843189004514,34.937429059275246
1988,32.988953,33.150853139425294,33.53758784606208,35.275901093577886,33.494822830874966,35.01537362669154,33.33653422316496,33.286412472458494,33.981379449583244,32.38306777908747,30.760399629335495,32.98452970982845,35.27285292013312,34.4000096089386,32.811728005255986,33.24355811814257,36.40190722839549,34.308744079822816,33.90281889473147,34.09047435914374,35.977938591164616,33.685168166191374,33.150853139425294,33.53758784606208,35.275901093577886,33.494822830874966,33.286412472458494,33.981379449583244,32.38306777908747,30.760399629335495,32.98452970982845,35.27285292013312,34.4000096089386,32.811728005255986,33.24355811814257,36.40190722839549,34.308744079822816,33.90281889473147,34.09047435914374,35.977938591164616,33.685168166191374,34.07344489060074,34.431162352970205,34.23858434314661
1989,32.95102,33.40916100309386,33.861981623297595,35.894601346967875,35.26793622190098,35.14978473310208,34.32201345133302,33.05141536791683,34.78204418250846,32.01042813047786,31.077810888499585,33.071753655437476,35.6160769660309,34.284106982292485,32.96915577750275,33.30419357288565,36.070086064444865,33.66361318754588,34.50605681760152,34.7522743947257,35.322420449937226,33.289007611903116,33.40916100309386,33.861981623297595,35.894601346967875,35.26793622190098,33.05141536791683,34.78204418250846,32.01042813047786,31.077810888499585,33.071753655437476,35.6160769660309,34.284106982292485,32.96915577750275,33.30419357288565,36.070086064444865,33.66361318754588,34.50605681760152,34.7522743947257,35.322420449937226,33.289007611903116,34.709990752695376,34.248173139527694,35.08351374011994
1990,33.307465,33.98782376162717,33.46727603997948,35.59177958829696,34.846070512071435,35.6275185377761,34.212811735673654,34.144472156217546,35.07179314218922,31.817032089481984,30.597917600754045,33.66316840498189,35.57130188738756,34.48615102180247,32.91617059740861,33.51375298605649,36.265598188626484,33.65971858828783,34.71828897520254,34.88207932391475,36.37363489157946,33.109806863013546,33.98782376162717,33.46727603997948,35.59177958829696,34.846070512071435,34.144472156217546,35.07179314218922,31.817032089481984,30.597917600754045,33.66316840498189,35.57130188738756,34.48615102180247,32.91617059740861,33.51375298605649,36.265598188626484,33.65971858828783,34.71828897520254,34.88207932391475,36.37363489157946,33.109806863013546,35.223607518983954,34.251704981419834,35.57803294389049
