year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp45_19,rcp45_20,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,968.5832366943359,477.5299218355032,358.0371871135003,254.02746281810198,565.3290185250946,1040.1732435108129,1428.796120666213,827.5945868438848,1554.6158879002855,934.9713494676909,563.0026117280624,822.8480235994679,1017.9209288604073,1295.275042118149,1614.2678721799973,1479.096228001798,671.5098573014164,1399.543873798005,1156.259712855477,1713.5174943393351,624.4875907493724,1607.7879539836515,477.5299218355032,358.0371871135003,254.02746281810198,565.3290185250946,827.5945871797229,1554.6158889201415,934.9713494676909,563.0026119826789,822.8480240316956,1017.9209288167029,1295.2750410394653,1614.26787228253,1479.0962290216542,671.5098567813097,1399.5438727824403,1156.2597114390728,1713.517493983181,624.4875901896468,1607.7879555971133,757.1184064292053,710.8972313020163,962.6600729373138
1982,887.7578216493131,390.67468643966646,470.3589209889957,182.42503500916476,730.2021146427699,583.11719500839,1545.2673233468088,1270.5372760169676,1074.3954371296475,782.1723310652546,728.2666841725458,446.6747687128468,691.9060503042972,1209.6556575104796,1424.0791205242851,1474.47775454385,860.6064390624238,1314.865004521145,927.7383292189585,1655.8575458510797,760.2842395930205,1569.924523128401,390.67468643966646,470.3589209889957,182.42503500916476,730.2021146427699,1270.5372748104394,1074.395436727852,782.1723310652546,728.2666843797302,446.6747675658787,691.9060519838013,1209.6556567422554,1424.079120014801,1474.4777541420544,860.606439466051,1314.8650044416793,927.7383283443681,1655.857545254898,760.2842401506424,1569.9245235219403,453.6123472809664,590.8155275278831,465.0236233995187
1983,855.217418551445,610.9284021429338,208.98678014609246,178.29519730063743,449.895356247733,932.9678452243197,1309.2967851553333,1058.4355603025692,783.8178227703614,670.4868876736554,910.5528314600783,747.8026621103552,931.9176478860244,1634.5615215037712,1761.2982182887363,1362.4668407134593,1062.9956650712222,1138.5106337039533,1131.645480351,1278.1467009655112,927.7997214687383,1699.0114294188986,610.9284021429338,208.98678014609246,178.29519730063743,449.895356247733,1058.435560967969,783.8178228394586,670.4868876736554,910.5528314739885,747.8026627877316,931.9176471387068,1634.561521532089,1761.2982189386387,1362.4668407825566,1062.9956647427662,1138.5106338770415,1131.6454803464883,1278.1467004898716,927.7997227579974,1699.01142800236,351.5900983313706,820.7355364805015,496.8224458426139
1984,919.8762656748296,445.0972068345941,331.7920833089378,178.12410518016003,813.9535981335104,584.1970442997556,1288.1251011960208,983.451742330957,1187.878405098961,821.5190507643774,500.3412480387399,222.5294936856205,923.8867306343648,1096.5487619236608,1343.3524807708977,1414.412400046862,606.7168992524051,1943.314257150406,682.7407687531451,1457.984271119902,968.9361542678042,960.7019907583723,445.0972068345941,331.7920833089378,178.12410518016003,813.9535981335104,983.4517434043746,1187.878403123784,821.5190507643774,500.3412487590708,222.5294930220394,923.8867316326026,1096.5487609959391,1343.3524826755588,1414.4123980716847,606.7168999750884,1943.3142562135406,682.7407705681449,1457.9842710910978,968.9361547098855,960.7019898929237,572.9182807817724,939.1258094527666,582.8403109822589
1985,929.5197176337241,936.0174389058199,422.50737353854515,244.11011574163228,691.3290418125974,803.5572646094018,1330.9853283510104,834.2011353368905,1334.1958613410247,1005.5984842298408,658.4548827148433,538.002191019111,960.3578527071938,835.6165934042859,1324.9240473252426,1097.8109202066566,939.2439952709734,1184.637786905231,1185.4654299222325,1416.4287499843078,844.983651993054,1555.6626721935174,936.0174389058199,422.50737353854515,244.11011574163228,691.3290418125974,834.2011353241584,1334.1958616710533,1005.5984842298408,658.4548827327668,538.0021904585678,960.3578529060716,835.6165937973716,1324.9240464032503,1097.8109205366852,939.2439949364252,1184.6377861619565,1185.4654290815392,1416.4287505676855,844.98365220726,1555.6626725904964,784.0029269391321,832.4620060327053,720.1474119046509
1986,998.9479679167271,921.2291897216695,358.98667966635946,348.3326548814073,589.4847776142097,779.0749098028386,1712.6473866076192,934.8519601510833,1474.1135004044097,486.19201778540133,1070.07351001969,358.8343757472845,962.4145800354694,1463.349399935844,1689.4963199405809,881.1519539246694,827.430210513135,1735.5209157157792,746.451293409622,1584.4241190964578,707.7179513394834,1633.6261624898361,921.2291897216695,358.98667966635946,348.3326548814073,589.4847776142097,934.8519598679529,1474.113500727957,486.19201778540133,1070.0735104266894,358.83437475655813,962.4145808372808,1463.3493986913777,1689.4963200596885,881.1519542482171,827.4302116627,1735.5209154035515,746.4512937303078,1584.4241183043778,707.7179522803488,1633.6261614432276,556.2689047584684,1705.422830828357,631.56803214284
1987,1063.284653663635,821.4245330704956,271.4049970630697,403.54176202212324,536.6467501655617,1232.1814778259097,1273.0219887165056,687.8932165150478,1379.6028393695224,973.5503289101002,696.5492986340213,634.1376209045354,1266.5955227348668,1152.290108851083,1341.502339631977,1045.8513342908996,897.8140468012731,1304.0059219657069,1386.194050406857,1334.3758465654812,1136.5513214040207,1370.576486103033,821.4245330704956,271.4049970630697,403.54176202212324,536.6467501655617,687.8932168387041,1379.6028391394352,973.5503289101002,696.5492983368566,634.1376204975244,1266.5955220269082,1152.2901086001157,1341.5023408209909,1045.8513340608122,897.8140468667866,1304.0059212409046,1386.194051268783,1334.3758453266735,1136.551321842463,1370.5764855115026,915.6609912068908,931.8527272598881,918.4279026019362
1988,955.3574169874191,373.4453202201447,400.6194355243435,392.8489283748691,640.8070576178621,1002.3404801511306,1636.7377609543225,1108.4518471749507,1073.708970105708,854.8757390450586,941.4825430688505,688.9306801964821,994.8543096848828,925.1254999472486,1560.5063261700982,1254.7443746490574,717.4815591058874,1194.2323253664804,1151.5467293460601,1401.2301582342136,694.5750656374502,1650.491406892333,373.4453202201447,400.6194355243435,392.8489283748691,640.8070576178621,1108.451847726018,1073.7089694849312,854.8757390450586,941.4825434459177,688.9306801504072,994.8543095124465,925.125500139118,1560.506326771442,1254.7443740282802,717.4815588286249,1194.2323246995256,1151.5467301277436,1401.2301587123704,694.5750650055271,1650.4914070917005,1033.516654628129,950.9076006135417,1168.7378603028196
1989,1203.0687672495842,575.3679483157254,152.25097628421904,297.61116803270295,271.8852987519553,1031.8943164518948,1371.9669661932373,1073.343908262224,769.2425927752874,955.4400691422629,819.7192781137346,866.5123832470601,1020.1341865543102,1094.6018546187897,1244.032244426342,1209.6172466818641,931.159239382084,1498.6286769145747,1042.2497685270152,1594.104893727842,1128.259141319384,1324.4104653115583,575.3679483157254,152.25097628421904,297.61116803270295,271.8852987519553,1073.3439081647189,769.242593305218,955.4400691422629,819.7192784276734,866.5123836699646,1020.1341860238833,1094.6018553930123,1244.0322436526158,1209.6172472117944,931.1592393381683,1498.6286769752455,1042.2497687930595,1594.104893350259,1128.2591407128614,1324.410465680751,717.1451721715363,878.6073517569542,672.1072314607876
1990,878.6621460020542,569.7998011232515,487.9350346529911,195.55625177176748,429.5604688396303,892.0560379857502,1286.8339847205766,736.5134699247662,758.6098301521483,789.3033484869941,1126.972321693126,312.96436618686414,871.4500976385756,1167.6610719930777,1598.332405554524,1414.578121368199,831.24811605799,1692.7219966079526,610.6490599943106,1281.5100362489366,805.0242028763474,1621.6218466986306,569.7998011232515,487.9350346529911,195.55625177176748,429.5604688396303,736.5134704500392,758.6098307733272,789.3033484869941,1126.9723218751822,312.96436645726925,871.4500972472373,1167.6610720398098,1598.3324052779512,1414.5781219893777,831.2481153842457,1692.721996692848,610.6490590571044,1281.5100362354942,805.024202427346,1621.6218471992884,728.9782474666827,922.8566440737793,339.0106809865311
