stn,var,rcp,hor,stat,centile,val
era5_land,tasmin,ref,1981-2010,none,-1,22.32605
era5_land,tasmin,rcp45,1981-2010,mean,-1,22.551222
era5_land,tasmin,rcp45,2021-2050,mean,-1,23.535792
era5_land,tasmin,rcp45,2051-2080,mean,-1,24.161977
era5_land,tasmin,rcp45,1981-2010,min,-1,22.046941
era5_land,tasmin,rcp45,2021-2050,min,-1,22.965885
era5_land,tasmin,rcp45,2051-2080,min,-1,23.50266
era5_land,tasmin,rcp45,1981-2010,max,-1,23.100542
era5_land,tasmin,rcp45,2021-2050,max,-1,24.214454
era5_land,tasmin,rcp45,2051-2080,max,-1,25.069351
era5_land,tasmin,rcp45,1981-2010,centile,1,22.066717
era5_land,tasmin,rcp45,2021-2050,centile,1,22.98993
era5_land,tasmin,rcp45,2051-2080,centile,1,23.520566
era5_land,tasmin,rcp45,1981-2010,centile,10,22.220279
era5_land,tasmin,rcp45,2021-2050,centile,10,23.153882
era5_land,tasmin,rcp45,2051-2080,centile,10,23.674467
era5_land,tasmin,rcp45,1981-2010,centile,50,22.528856
era5_land,tasmin,rcp45,2021-2050,centile,50,23.515802
era5_land,tasmin,rcp45,2051-2080,centile,50,24.122104
era5_land,tasmin,rcp45,1981-2010,centile,90,22.905078
era5_land,tasmin,rcp45,2021-2050,centile,90,23.943755
era5_land,tasmin,rcp45,2051-2080,centile,90,24.680507
era5_land,tasmin,rcp45,1981-2010,centile,99,23.072158
era5_land,tasmin,rcp45,2021-2050,centile,99,24.177751
era5_land,tasmin,rcp45,2051-2080,centile,99,25.015565
era5_land,tasmin,rcp85,1981-2010,mean,-1,22.60408
era5_land,tasmin,rcp85,2021-2050,mean,-1,23.870276
era5_land,tasmin,rcp85,2051-2080,mean,-1,25.301747
era5_land,tasmin,rcp85,1981-2010,min,-1,22.031461
era5_land,tasmin,rcp85,2021-2050,min,-1,23.129587
era5_land,tasmin,rcp85,2051-2080,min,-1,24.336498
era5_land,tasmin,rcp85,1981-2010,max,-1,23.238245
era5_land,tasmin,rcp85,2021-2050,max,-1,24.588572
era5_land,tasmin,rcp85,2051-2080,max,-1,26.322509
era5_land,tasmin,rcp85,1981-2010,centile,1,22.060223
era5_land,tasmin,rcp85,2021-2050,centile,1,23.163788
era5_land,tasmin,rcp85,2051-2080,centile,1,24.368503
era5_land,tasmin,rcp85,1981-2010,centile,10,22.245953
era5_land,tasmin,rcp85,2021-2050,centile,10,23.401558
era5_land,tasmin,rcp85,2051-2080,centile,10,24.614865
era5_land,tasmin,rcp85,1981-2010,centile,50,22.58598
era5_land,tasmin,rcp85,2021-2050,centile,50,23.848536
era5_land,tasmin,rcp85,2051-2080,centile,50,25.257527
era5_land,tasmin,rcp85,1981-2010,centile,90,22.988918
era5_land,tasmin,rcp85,2021-2050,centile,90,24.349188
era5_land,tasmin,rcp85,2051-2080,centile,90,26.034151
era5_land,tasmin,rcp85,1981-2010,centile,99,23.200984
era5_land,tasmin,rcp85,2021-2050,centile,99,24.55788
era5_land,tasmin,rcp85,2051-2080,centile,99,26.28451
era5_land,tasmin,rcpxx,1981-2010,mean,-1,22.578266
era5_land,tasmin,rcpxx,2021-2050,mean,-1,23.706924
era5_land,tasmin,rcpxx,2051-2080,mean,-1,24.745115
era5_land,tasmin,rcpxx,1981-2010,min,-1,22.005336
era5_land,tasmin,rcpxx,2021-2050,min,-1,22.906714
era5_land,tasmin,rcpxx,2051-2080,min,-1,23.50266
era5_land,tasmin,rcpxx,1981-2010,max,-1,23.239733
era5_land,tasmin,rcpxx,2021-2050,max,-1,24.612905
era5_land,tasmin,rcpxx,2051-2080,max,-1,26.322509
era5_land,tasmin,rcpxx,1981-2010,centile,1,22.030509
era5_land,tasmin,rcpxx,2021-2050,centile,1,22.95878
era5_land,tasmin,rcpxx,2051-2080,centile,1,23.54024
era5_land,tasmin,rcpxx,1981-2010,centile,10,22.222461
era5_land,tasmin,rcpxx,2021-2050,centile,10,23.214359
era5_land,tasmin,rcpxx,2051-2080,centile,10,23.820895
era5_land,tasmin,rcpxx,1981-2010,centile,50,22.55992
era5_land,tasmin,rcpxx,2021-2050,centile,50,23.689702
era5_land,tasmin,rcpxx,2051-2080,centile,50,24.662106
era5_land,tasmin,rcpxx,1981-2010,centile,90,22.967537
era5_land,tasmin,rcpxx,2021-2050,centile,90,24.245624
era5_land,tasmin,rcpxx,2051-2080,centile,90,25.849753
era5_land,tasmin,rcpxx,1981-2010,centile,99,23.193985
era5_land,tasmin,rcpxx,2021-2050,centile,99,24.551573
era5_land,tasmin,rcpxx,2051-2080,centile,99,26.246512
