stn,var,rcp,hor,stat,centile,val
era5_land,evspsbl,ref,1981-2010,none,-1.0,4067.890033
era5_land,evspsbl,rcp45,1981-2010,mean,-1.0,3507.9994
era5_land,evspsbl,rcp45,2021-2050,mean,-1.0,3507.748524
era5_land,evspsbl,rcp45,2051-2080,mean,-1.0,3394.770082
era5_land,evspsbl,rcp45,1981-2010,min,-1.0,2241.344209
era5_land,evspsbl,rcp45,2021-2050,min,-1.0,2198.322375
era5_land,evspsbl,rcp45,2051-2080,min,-1.0,1509.528822
era5_land,evspsbl,rcp45,1981-2010,max,-1.0,4321.932346
era5_land,evspsbl,rcp45,2021-2050,max,-1.0,4453.945106
era5_land,evspsbl,rcp45,2051-2080,max,-1.0,4392.403967
era5_land,evspsbl,rcp45,1981-2010,centile,10.0,3061.907411
era5_land,evspsbl,rcp45,2021-2050,centile,10.0,2970.607621
era5_land,evspsbl,rcp45,2051-2080,centile,10.0,2709.590992
era5_land,evspsbl,rcp45,1981-2010,centile,50.0,3526.327573
era5_land,evspsbl,rcp45,2021-2050,centile,50.0,3524.48828
era5_land,evspsbl,rcp45,2051-2080,centile,50.0,3504.435421
era5_land,evspsbl,rcp45,1981-2010,centile,90.0,4039.182216
era5_land,evspsbl,rcp45,2021-2050,centile,90.0,4085.43562
era5_land,evspsbl,rcp45,2051-2080,centile,90.0,4068.962644
era5_land,evspsbl,rcp45,1981-2010,centile,99.0,4289.143772
era5_land,evspsbl,rcp45,2021-2050,centile,99.0,4409.654022
era5_land,evspsbl,rcp45,2051-2080,centile,99.0,4351.050177
era5_land,evspsbl,rcp45,1981-2010,centile,100.0,4321.932346
era5_land,evspsbl,rcp45,2021-2050,centile,100.0,4453.945106
era5_land,evspsbl,rcp45,2051-2080,centile,100.0,4392.403967
era5_land,evspsbl,rcp85,1981-2010,mean,-1.0,3525.868626
era5_land,evspsbl,rcp85,2021-2050,mean,-1.0,3481.823452
era5_land,evspsbl,rcp85,2051-2080,mean,-1.0,3372.027791
era5_land,evspsbl,rcp85,1981-2010,min,-1.0,2252.039558
era5_land,evspsbl,rcp85,2021-2050,min,-1.0,2022.640601
era5_land,evspsbl,rcp85,2051-2080,min,-1.0,1457.156268
era5_land,evspsbl,rcp85,1981-2010,max,-1.0,4329.336784
era5_land,evspsbl,rcp85,2021-2050,max,-1.0,4421.895478
era5_land,evspsbl,rcp85,2051-2080,max,-1.0,4492.511408
era5_land,evspsbl,rcp85,1981-2010,centile,10.0,3065.105326
era5_land,evspsbl,rcp85,2021-2050,centile,10.0,2886.02263
era5_land,evspsbl,rcp85,2051-2080,centile,10.0,2476.335909
era5_land,evspsbl,rcp85,1981-2010,centile,50.0,3547.335274
era5_land,evspsbl,rcp85,2021-2050,centile,50.0,3537.582335
era5_land,evspsbl,rcp85,2051-2080,centile,50.0,3509.671348
era5_land,evspsbl,rcp85,1981-2010,centile,90.0,4055.938331
era5_land,evspsbl,rcp85,2021-2050,centile,90.0,4059.823855
era5_land,evspsbl,rcp85,2051-2080,centile,90.0,4078.560294
era5_land,evspsbl,rcp85,1981-2010,centile,99.0,4295.419406
era5_land,evspsbl,rcp85,2021-2050,centile,99.0,4373.12529
era5_land,evspsbl,rcp85,2051-2080,centile,99.0,4434.736443
era5_land,evspsbl,rcp85,1981-2010,centile,100.0,4329.336784
era5_land,evspsbl,rcp85,2021-2050,centile,100.0,4421.895478
era5_land,evspsbl,rcp85,2051-2080,centile,100.0,4492.511408
era5_land,evspsbl,rcpxx,1981-2010,mean,-1.0,3517.587765
era5_land,evspsbl,rcpxx,2021-2050,mean,-1.0,3493.83751
era5_land,evspsbl,rcpxx,2051-2080,mean,-1.0,3382.566902
era5_land,evspsbl,rcpxx,1981-2010,min,-1.0,2199.292607
era5_land,evspsbl,rcpxx,2021-2050,min,-1.0,1862.456733
era5_land,evspsbl,rcpxx,2051-2080,min,-1.0,1237.607057
era5_land,evspsbl,rcpxx,1981-2010,max,-1.0,4361.507479
era5_land,evspsbl,rcpxx,2021-2050,max,-1.0,4536.167114
era5_land,evspsbl,rcpxx,2051-2080,max,-1.0,4597.452789
era5_land,evspsbl,rcpxx,1981-2010,centile,10.0,3050.524742
era5_land,evspsbl,rcpxx,2021-2050,centile,10.0,2907.982796
era5_land,evspsbl,rcpxx,2051-2080,centile,10.0,2558.211861
era5_land,evspsbl,rcpxx,1981-2010,centile,50.0,3535.997335
era5_land,evspsbl,rcpxx,2021-2050,centile,50.0,3533.404744
era5_land,evspsbl,rcpxx,2051-2080,centile,50.0,3504.893178
era5_land,evspsbl,rcpxx,1981-2010,centile,90.0,4068.412171
era5_land,evspsbl,rcpxx,2021-2050,centile,90.0,4097.714412
era5_land,evspsbl,rcpxx,2051-2080,centile,90.0,4095.630205
era5_land,evspsbl,rcpxx,1981-2010,centile,99.0,4334.334631
era5_land,evspsbl,rcpxx,2021-2050,centile,99.0,4471.491782
era5_land,evspsbl,rcpxx,2051-2080,centile,99.0,4497.279016
era5_land,evspsbl,rcpxx,1981-2010,centile,100.0,4361.507479
era5_land,evspsbl,rcpxx,2021-2050,centile,100.0,4536.167114
era5_land,evspsbl,rcpxx,2051-2080,centile,100.0,4597.452789
