year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp45_19,rcp45_20,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,527.3275355398655,491.6221604466389,290.6519623370065,229.47247360781722,286.5851365238052,500.1582150427982,1225.27702563064,478.23039216584755,1055.4658892612001,834.6325618528678,491.8399279074457,521.1141074442094,610.3816625755791,809.5850479798212,1020.1222841884259,1014.9995866675146,415.71066638883735,926.8886077698659,841.1301668558358,1254.877293503603,555.4609686252275,1231.2493725216939,491.6221604466389,290.6519623370065,229.47247360781722,286.5851365238052,478.23039235495935,1055.4658882839365,834.6325618528678,491.8399290292339,521.1141085076337,610.3816625706995,809.5850479847005,1020.122282938017,1014.9995869357803,415.7106664441099,926.888608490028,841.1301668000132,1254.877293026357,555.4609678069667,1231.2493733399547,507.36329870148234,657.5823682174248,623.9637963852517
1982,513.1887138783933,306.69246339666506,293.89158970728636,238.79608351073506,310.0466599986497,274.2874106822997,883.3856862233173,812.5926631834138,838.2655621704806,901.5576764247459,871.2836184179705,382.30059589309275,469.1763197955206,837.4967084768988,1119.2024015696165,1183.7626806705723,526.1012329204003,948.2814837302044,695.3273850281076,1047.2736175415166,519.9874644810832,1442.8980836864748,306.69246339666506,293.89158970728636,238.79608351073506,310.0466599986497,812.5926633925384,838.265562442793,901.5576764247459,871.2836188849907,382.3005952767283,469.1763205337381,837.4967077386814,1119.2024016382106,1183.762681612508,526.1012321242246,948.2814842967801,695.327384406586,1047.2736176805702,519.9874650071546,1442.8980831604038,347.3835864028831,472.4763135944009,426.98702025245154
1983,420.29018741846085,504.2746321742915,222.21316970571766,115.33209120057435,296.7980154622725,475.6642911476731,705.8722800316895,736.7210604238287,608.1424430012446,533.5446144037305,668.5482441743271,582.0125476360771,563.6613955453004,1023.9541999496147,1227.8196259693077,941.0296069297915,669.0074762078211,814.6431300690754,828.8866561640674,877.9440281905872,753.4952967387708,1500.3394063920132,504.2746321742915,222.21316970571766,115.33209120057435,296.7980154622725,736.7210618713272,608.1424433449298,533.5446144037305,668.5482448922753,582.0125471223282,563.6613962174856,1023.9541992774292,1227.8196273788153,941.029606536154,669.0074751870733,814.6431294063245,828.8866548247638,877.9440273100008,753.4952977044302,1500.3394054263538,264.0521275317903,482.0668196042262,538.8156552975081
1984,546.4954049587251,490.26448667360313,289.5416971964873,111.4384639752734,678.2665366115434,460.2247892679073,907.7870382703829,837.5581500734894,798.4405754288599,826.0116826008081,655.1167543227782,204.51183264332332,635.4998161260397,863.7749613237334,956.8915910340033,940.8399876059,386.6955246100279,1115.6447970139416,492.00787735457004,942.1691139846668,730.9549303507015,666.7682545096442,490.26448667360313,289.5416971964873,111.4384639752734,678.2665366115434,837.5581511036728,798.4405752231016,826.0116826008081,655.1167547266533,204.5118322289437,635.4998164945591,863.7749609552142,956.891592053817,940.8399867488471,386.6955246399166,1115.6447953975876,492.0078778493846,942.1691148330887,730.9549317174209,666.7682531429249,330.93435561082237,881.821453106413,451.92316728521774
1985,586.4297367036343,540.2974803567403,232.30705987452126,114.5589060785395,564.6713256390408,372.5584678441118,911.2114304774174,957.6190843961144,562.7802494108356,833.913942239372,550.694629547877,384.51705912421505,599.1096185269507,659.1932709546587,989.9737541326919,787.1593673962989,497.496662244391,767.3600806383502,855.6105548971419,1106.293151777477,601.7079520861384,993.7550607730411,540.2974803567403,232.30705987452126,114.5589060785395,564.6713256390408,957.6190846291677,562.7802491857,833.913942239372,550.6946285555564,384.51705886170123,599.1096176298154,659.1932718517943,989.973753400421,787.1593670062987,497.4966638703986,767.3600806203533,855.6105563446699,1106.2931528180854,601.7079504816347,993.7550623775448,430.9876461358306,660.5021260120529,484.2453414484648
1986,554.9558048248291,765.0312086959641,247.3213051450374,120.85036178512095,277.104857836334,553.7824868207254,1360.1663360468142,631.0854604788494,994.8267041287888,618.9300988917264,969.1442377649125,212.5750675132571,554.1281095061952,1115.2192291937022,1038.451012824783,576.7162181169513,503.9321258357231,1154.0434581648672,643.4806766654474,1081.1623653696863,666.4274167245932,1318.8786368982717,765.0312086959641,247.3213051450374,120.85036178512095,277.104857836334,631.0854607221144,994.8267047799144,618.9300988917264,969.144236703645,212.57506769489237,554.1281089677212,1115.219229732176,1038.4510128704003,576.7162181839853,503.93212549511907,1154.043457302973,643.4806762515939,1081.1623647666572,666.4274170540277,1318.878636568837,480.0497730400242,828.4987316264085,407.0484195749446
1987,522.5385254323483,669.4163379310601,133.6305441767491,241.38648772754908,341.30451933530605,786.0929663032656,866.857026409173,407.9797157559672,1207.689799253581,722.9500545146425,591.0929626133797,622.6029930767207,781.095187956225,878.7689438119424,1023.7983173287951,748.9325565377975,594.7528470720548,951.7670161171544,928.2368914284522,838.4339757653285,866.5301228171123,1022.7047228827224,669.4163379310601,133.6305441767491,241.38648772754908,341.30451933530605,407.9797148009951,1207.6897998196462,722.9500545146425,591.0929625754427,622.6029931452439,781.0951876030988,878.7689441650687,1023.7983172529616,748.93255682657,594.7528462283165,951.7670163881589,928.2368901102367,838.4339753843353,866.5301235922217,1022.7047221076133,541.5660227435093,629.1304434060672,899.7392703713911
1988,648.6055036783218,284.0053587336741,226.52579186356243,208.19314210583207,426.119023475428,538.5792789563347,878.1788042580108,848.3228452250546,812.1238319657493,682.1124694509386,890.3738689272798,761.5880540605702,647.2765602599825,815.799022069173,1268.538049535688,864.1546455847213,505.230821589597,798.8036248180706,870.4313760891996,1049.27084515938,529.4257030133125,1236.2835720963953,284.0053587336741,226.52579186356243,208.19314210583207,426.119023475428,848.3228437182781,812.1238322767655,682.1124694509386,890.3738693390075,761.5880540754845,647.2765605252453,815.7990218039104,1268.5380487368377,864.1546469598504,505.2308208283316,798.8036253152203,870.4313759416241,1049.270843919873,529.4257039965555,1236.283571113152,599.6733220845828,411.7889041140005,709.801599611205
1989,682.443494141102,447.13555132187435,87.07925468853507,275.7281700385503,167.1581743243563,662.8720326981822,936.9811300044372,775.9980349343393,698.0459916943249,1009.7872612223227,667.6568739980671,640.1994746447625,621.1561096726082,852.066349314678,832.7335625916444,792.0124010093546,569.4362528992045,886.499299688901,775.5506450500073,996.5959561168619,868.2609089432325,873.2806021563374,447.13555132187435,87.07925468853507,275.7281700385503,167.1581743243563,775.9980353037619,698.0459915293665,1009.7872612223227,667.6568739576293,640.1994740648339,621.1561094469195,852.0663495403667,832.7335624395932,792.0124007707585,569.4362531645102,886.4992989649988,775.5506450471491,996.595956229651,868.2609095609982,873.2806015385718,588.224778003176,1205.5869922319814,440.82925780333466
1990,545.4467133581638,626.5294084026643,392.5338849864501,202.33835123767977,236.0110317248822,343.9065119312383,952.6712862221788,587.4739212059798,1144.7844324686912,702.3893406309833,1037.7386990820758,379.40908771189476,533.4215252409186,888.4009995149581,1018.2191615370267,1087.2139435376064,512.7102701658779,1040.3906006266275,486.33279223936205,1128.8761582852815,644.056048178461,1304.4239733020102,626.5294084026643,392.5338849864501,202.33835123767977,236.0110317248822,587.4739216374547,1144.7844311294064,702.3893406309833,1037.7386999689072,379.4090881893092,533.4215265137556,888.4009982421213,1018.2191619643058,1087.213943043879,512.7102712123968,1040.3906002400968,486.33279298968625,1128.876158909657,644.0560468736657,1304.4239746068054,476.9267118107957,544.4300092571814,314.67083197767
