year,ref,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85
1981,0.0,-10.608333333333334,8.891666666666666,4.891666666666666,10.641666666666666,-3.6083333333333343,21.891666666666666,-17.358333333333334,-8.608333333333334,-22.108333333333334,-17.108333333333334,-5.358333333333334,-3.6083333333333343,-12.108333333333334,0.8916666666666657,-18.108333333333334,-24.108333333333334,-10.108333333333334,-14.108333333333334,21.891666666666666,-31.108333333333334,15.891666666666666,-3.1083333333333343,10.891666666666666,16.891666666666666,-18.108333333333334,8.891666666666666,6.891666666666666,5.141666666666666,0.8916666666666657,21.891666666666666,-26.608333333333334,-15.358333333333334,-26.608333333333334,-17.108333333333334,-5.608333333333334,-3.1083333333333343,-12.108333333333334,0.8916666666666657,-19.108333333333334,-14.108333333333334,21.891666666666666,-31.108333333333334,15.891666666666666
1982,0.0,17.891666666666666,8.141666666666666,-10.108333333333334,2.8916666666666657,12.141666666666666,8.891666666666666,-31.108333333333334,-8.108333333333334,4.891666666666666,1.8916666666666657,-11.358333333333334,-2.1083333333333343,-9.108333333333334,-8.108333333333334,-19.108333333333334,-20.108333333333334,25.891666666666666,0.8916666666666657,10.891666666666666,3.3916666666666657,6.891666666666666,0.8916666666666657,-23.108333333333334,14.891666666666666,17.891666666666666,6.891666666666666,-10.108333333333334,5.141666666666666,2.8916666666666657,8.891666666666666,-31.108333333333334,-11.108333333333334,4.891666666666666,1.8916666666666657,-12.108333333333334,-2.1083333333333343,-9.108333333333334,-8.108333333333334,-19.108333333333334,-2.1083333333333343,10.891666666666666,3.3916666666666657,5.891666666666666
1983,0.0,-3.6083333333333343,-16.108333333333334,-2.1083333333333343,-0.10833333333333428,1.8916666666666657,-17.108333333333334,1.8916666666666657,-8.108333333333334,-22.358333333333334,-7.108333333333334,19.891666666666666,-16.108333333333334,-8.108333333333334,-19.108333333333334,-6.108333333333334,-26.108333333333334,-5.108333333333334,11.391666666666666,23.391666666666666,43.891666666666666,10.891666666666666,5.391666666666666,-1.1083333333333343,20.891666666666666,-15.108333333333334,-23.608333333333334,-2.1083333333333343,-0.10833333333333428,1.8916666666666657,-17.108333333333334,1.3916666666666657,-8.108333333333334,-31.108333333333334,-7.108333333333334,14.391666666666666,-16.108333333333334,-6.608333333333334,-19.108333333333334,-6.108333333333334,11.141666666666666,23.391666666666666,43.891666666666666,10.891666666666666
1984,0.0,13.891666666666666,-18.358333333333334,-22.108333333333334,4.391666666666666,-16.858333333333334,20.891666666666666,-11.108333333333334,5.891666666666666,-9.108333333333334,-14.108333333333334,-2.1083333333333343,-2.1083333333333343,-0.10833333333333428,-19.358333333333334,-12.108333333333334,-21.608333333333334,-3.1083333333333343,-21.108333333333334,28.891666666666666,-17.108333333333334,30.391666666666666,20.391666666666666,-20.108333333333334,10.891666666666666,13.891666666666666,-19.608333333333334,-22.108333333333334,13.891666666666666,-23.108333333333334,19.891666666666666,-11.108333333333334,5.641666666666666,-9.108333333333334,-3.1083333333333343,-2.1083333333333343,-2.1083333333333343,-0.10833333333333428,-17.108333333333334,-12.108333333333334,-21.108333333333334,28.891666666666666,-17.108333333333334,30.391666666666666
1985,0.0,-6.108333333333334,17.891666666666666,-1.1083333333333343,-2.1083333333333343,-3.8583333333333343,10.891666666666666,14.891666666666666,6.891666666666666,-3.6083333333333343,1.8916666666666657,15.891666666666666,-7.108333333333334,-10.108333333333334,-18.108333333333334,11.891666666666666,-11.108333333333334,13.891666666666666,9.891666666666666,32.891666666666666,15.891666666666666,-10.108333333333334,12.891666666666666,-5.108333333333334,20.891666666666666,-6.108333333333334,17.141666666666666,-1.1083333333333343,-0.3583333333333343,-17.358333333333334,10.891666666666666,14.891666666666666,8.391666666666666,-3.8583333333333343,1.8916666666666657,15.891666666666666,-7.108333333333334,-10.108333333333334,-18.108333333333334,11.891666666666666,9.891666666666666,32.891666666666666,15.891666666666666,-10.108333333333334
1986,0.0,-5.858333333333334,-10.108333333333334,-21.608333333333334,3.8916666666666657,-5.858333333333334,10.891666666666666,28.891666666666666,-0.3583333333333343,-7.108333333333334,6.891666666666666,25.391666666666666,-31.108333333333334,-31.108333333333334,-5.108333333333334,-7.108333333333334,-17.608333333333334,5.891666666666666,4.891666666666666,32.891666666666666,17.891666666666666,24.641666666666666,14.141666666666666,-5.108333333333334,11.891666666666666,-7.108333333333334,8.891666666666666,-21.608333333333334,6.391666666666666,-12.108333333333334,10.891666666666666,28.641666666666666,10.391666666666666,-7.108333333333334,0.3916666666666657,25.391666666666666,-31.108333333333334,-31.108333333333334,-5.108333333333334,-7.108333333333334,4.891666666666666,32.891666666666666,17.891666666666666,24.391666666666666
1987,0.0,2.8916666666666657,-21.108333333333334,5.891666666666666,-11.108333333333334,0.6416666666666657,-13.108333333333334,10.641666666666666,-19.608333333333334,-12.608333333333334,-10.108333333333334,-8.108333333333334,11.891666666666666,-11.108333333333334,-16.108333333333334,-23.108333333333334,-17.108333333333334,1.8916666666666657,5.891666666666666,-1.1083333333333343,15.141666666666666,-2.1083333333333343,-2.1083333333333343,-4.108333333333334,-1.1083333333333343,2.8916666666666657,-21.108333333333334,5.891666666666666,-11.108333333333334,0.8916666666666657,-12.108333333333334,15.641666666666666,-3.1083333333333343,-18.108333333333334,-15.108333333333334,-8.108333333333334,12.141666666666666,-12.108333333333334,-16.108333333333334,-23.108333333333334,5.891666666666666,-1.1083333333333343,15.141666666666666,-2.1083333333333343
1988,0.0,-15.108333333333334,2.8916666666666657,6.891666666666666,-6.608333333333334,11.891666666666666,11.641666666666666,2.8916666666666657,-11.108333333333334,18.141666666666666,0.8916666666666657,-4.108333333333334,-11.108333333333334,12.891666666666666,0.8916666666666657,2.1416666666666657,5.891666666666666,6.891666666666666,5.891666666666666,16.891666666666666,-15.608333333333334,32.891666666666666,-5.108333333333334,-6.358333333333334,15.891666666666666,5.891666666666666,2.8916666666666657,6.891666666666666,-6.108333333333334,16.891666666666666,11.641666666666666,1.8916666666666657,-7.108333333333334,20.391666666666666,0.8916666666666657,-4.108333333333334,-11.108333333333334,12.641666666666666,0.8916666666666657,1.3916666666666657,5.891666666666666,16.891666666666666,-15.608333333333334,32.891666666666666
1989,0.0,6.391666666666666,-30.108333333333334,-22.858333333333334,-31.108333333333334,-20.108333333333334,8.891666666666666,2.8916666666666657,7.141666666666666,-12.108333333333334,10.891666666666666,21.891666666666666,-10.108333333333334,-31.108333333333334,-23.108333333333334,-8.108333333333334,-31.108333333333334,-14.108333333333334,2.8916666666666657,36.891666666666666,10.391666666666666,17.891666666666666,-31.108333333333334,-10.608333333333334,17.891666666666666,6.891666666666666,-30.108333333333334,-23.108333333333334,-24.858333333333334,-20.108333333333334,8.891666666666666,2.8916666666666657,7.891666666666666,-12.358333333333334,10.891666666666666,11.891666666666666,-10.108333333333334,-31.108333333333334,-31.108333333333334,-8.108333333333334,14.891666666666666,36.891666666666666,10.391666666666666,17.891666666666666
1990,0.0,-31.108333333333334,-7.858333333333334,14.891666666666666,32.891666666666666,7.141666666666666,-7.358333333333334,10.891666666666666,-5.108333333333334,15.891666666666666,23.891666666666666,18.641666666666666,-31.108333333333334,-8.608333333333334,-0.10833333333333428,13.391666666666666,8.141666666666666,23.891666666666666,-13.358333333333334,26.391666666666666,7.891666666666666,31.141666666666666,14.891666666666666,11.891666666666666,3.8916666666666657,-31.108333333333334,-22.108333333333334,14.891666666666666,32.891666666666666,7.141666666666666,-7.358333333333334,10.891666666666666,0.3916666666666657,14.641666666666666,23.891666666666666,18.641666666666666,-31.108333333333334,-6.358333333333334,-0.10833333333333428,6.891666666666666,-13.108333333333334,26.391666666666666,7.891666666666666,30.891666666666666
