year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,0.0,-135.07721417754988,-473.2695071976234,23.391839978212033,-128.2153764433059,-443.9750232709189,27.983288593771704
1982,0.0,-148.32344107358523,-484.1454185702123,7.890283890188584,-146.12441434893455,-496.77681350341345,19.25800979918506
1983,0.0,-146.9251456773749,-475.0046565476258,-4.360203825451663,-139.49224692142704,-474.5734071196648,10.841549401010639
1984,0.0,-132.85539012637955,-410.85678393351475,61.581594883471325,-124.63419395753603,-414.18698304215707,59.46295722548268
1985,0.0,-138.47058225380704,-420.56032006926944,31.459175181690966,-132.1194108334695,-414.85289662249306,46.2417633050826
1986,0.0,-158.60846046542605,-468.10904942565537,48.372184639557986,-147.09006764633344,-453.3091401166131,51.67159091811129
1987,0.0,-147.16292874057484,-498.81854720558385,0.8745322076455295,-135.98904433993633,-493.17493883176326,4.739474943314917
1988,0.0,-158.78601015900207,-469.9298350792095,-16.581502655179293,-148.66962258866104,-472.35631382293855,-12.9515453982998
1989,0.0,-142.8731734880538,-423.8618278149762,40.39337963908292,-132.07284434229433,-414.87574223533795,48.575464195903805
1990,0.0,-144.778822271766,-405.14947537497824,-17.208959632851588,-138.96594439218373,-408.0928297297597,-10.550190318263276
1991,0.0,-138.81105367914012,-447.644963581107,26.644459894534748,-132.60891167034072,-421.1253042724022,33.0818578565528
1992,0.0,-150.5215902684,-420.3124896647195,-10.002747773257852,-140.65908282849014,-430.0624928042875,-5.264583162393592
1993,0.0,-149.08375534035062,-406.422228160469,-19.26355774554338,-144.67899920234848,-398.42835531558205,-8.790405143551538
1994,0.0,-146.06422929815434,-429.75937269697846,19.158688347444013,-139.90168204830013,-428.37004749272756,33.42863286959755
1995,0.0,-137.26254770461105,-428.75665447858455,3.7348120137493197,-133.41435102862687,-400.31670222821003,15.136906706697573
1996,0.0,-139.41715086754107,-409.4169306978901,19.034059735441133,-137.72023130952047,-398.92725943681785,26.53341457822046
1997,0.0,-144.47522048467985,-455.0054186018157,32.9123479196428,-134.93715805594957,-458.1634414550572,36.78869559554016
1998,0.0,-157.41492431053828,-440.06310807222064,36.351230801131464,-145.739911004002,-405.2157261731312,46.72678050812033
1999,0.0,-132.82187019098475,-430.67645562781917,15.283858208282481,-125.69287568501862,-436.5039607553279,19.220277876961745
2000,0.0,-145.82837481810554,-402.54370490233873,19.756141746759795,-141.29758990433587,-376.8942483115013,26.641319573083138
2001,0.0,-146.2901255035712,-469.8638106787848,21.24715244646893,-139.5024475629343,-435.22779407068543,27.990843985809192
2002,0.0,-143.60721250989747,-495.46571090753605,56.14853155984622,-137.02919518597093,-464.4904781492877,59.600183427993784
2003,0.0,-152.93613601922468,-423.3110694912616,-0.38272216767916234,-144.67513646788674,-423.7131317173374,15.946777424307584
2004,0.0,-138.82750784332154,-441.4477079420449,7.489163150879108,-131.18262566269289,-408.7958802536659,7.472353938108654
2005,0.0,-152.3337304763658,-461.58535661107,24.346439485220458,-144.2810832192151,-458.8155436790307,20.982536869745218
2006,0.0,-150.9999174833664,-406.66597446952596,-12.695040611518266,-138.15269844338917,-425.137833207658,42.766034863321465
2007,0.0,-147.05654807883343,-393.74406370016925,3.0847554451822816,-134.4840795116297,-388.2507318751474,-2.1079538738995325
2008,0.0,-128.80064261769232,-431.31370628277375,10.32980104641831,-133.71075352842814,-432.699881511628,41.634984622949446
2009,0.0,-138.5309697124883,-393.03050652443335,-10.127685654262223,-128.65058741033832,-446.3944400335976,73.57182051089762
2010,0.0,-133.61349721114095,-379.23932190170495,7.846799048313642,-137.0981995150228,-389.7077716428968,103.00780410390098
